Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 12-14,Cryptocephalus aureolus,6,6
Insectendoos 12-14,Cryptocephalus sericeus,6,7
Insectendoos 12-14,Cryptocephalus violaceus,2,8
Insectendoos 12-14,Cryptocephalus nitidus,15,9
Insectendoos 12-14,Cryptocephalus punctiger,1,10
Insectendoos 12-14,Cryptocephalus marginatus,2,11
Insectendoos 12-14,Cryptocephalus pini,1,12
Insectendoos 12-14,Cryptocephalus moraei,9,13
Insectendoos 12-14,Cryptocephalus crassus,2,14
Insectendoos 12-14,Cryptocephalus flavipes,1,15
Insectendoos 12-14,Cryptocephalus vittatus,1,16
Insectendoos 12-14,Cryptocephalus ocellatus,4,17
Insectendoos 12-14,Cryptocephalus labiatus,1,18
Insectendoos 12-14,Cryptocephalus pygmaeus,1,19
Insectendoos 12-14,Cryptocephalus fulvus,1,20
Insectendoos 12-14,Cryptocephalus pusillus,1,21
Insectendoos 12-14,Cryptocephalus rufipes,1,22
Insectendoos 12-14,Bromius obscurus,12,23
Insectendoos 12-14,Pachnephorus pilosus,4,24
Insectendoos 12-14,NN NN,1,25
Insectendoos 12-15,Phyllodecta vulgatissima,7,1
Insectendoos 12-15,Phyllodecta laticollis,4,2
Insectendoos 12-15,Phyllodecta vitellinea,2,3
Insectendoos 12-15,Timarcha tenebricosa,6,4
Insectendoos 12-15,Timarcha coriaria,6,5
Insectendoos 12-15,Galerucella nymphaeae,2,6
Insectendoos 12-15,Galeruca tanaceti,5,7
Insectendoos 12-15,Galeruca pomonae,2,8
Insectendoos 12-15,Lochamea crataegi,3,9
Insectendoos 12-15,Phyllobrotica quadrimaculata,15,10
Insectendoos 12-15,Luperus circumfusus,1,11
Insectendoos 12-15,Luperus longicornis,5,12
Insectendoos 12-15,Luperus flavipes,3,13
Insectendoos 12-15,Agelastica alni,4,14
Insectendoos 12-15,Sermila halensis,10,15
Insectendoos 12-15,Phyliotreta vittula,1,16
Insectendoos 12-15,Phyliotreta tetrastigma a. dilata,2,17
Insectendoos 12-15,Phyliotreta vittata,1,18
Insectendoos 12-15,Phyliotreta nemorum,5,19
Insectendoos 12-15,Phyliotreta undulata,5,20
Insectendoos 12-15,Phyliotreta atra,2,21
Insectendoos 12-15,Phyliotreta nigripes,3,22
Insectendoos 12-15,Apthona violacea,4,24
Insectendoos 12-15,Apthona coerulea,7,25
Insectendoos 12-16,Macroplea mutica,1,1
Insectendoos 12-16,Donacia clavipes,8,2
Insectendoos 12-16,Donacia appendiculata,2,3
Insectendoos 12-16,Donacia crassipes,1,4
Insectendoos 12-16,Donacia dentata,4,5
Insectendoos 12-16,Donacia versicolorea,4,6
Insectendoos 12-16,Donacia semicuprea,10,7
Insectendoos 12-16,Donacia sparganii,8,8
Insectendoos 12-16,Donacia aquatica,1,9
Insectendoos 12-16,Donacia impressa,2,10
Insectendoos 12-16,Donacia brevicornis,1,11
Insectendoos 12-16,Donacia marginata,9,12
Insectendoos 12-16,Donacia bicolora,1,13
Insectendoos 12-16,Donacia thalassina,2,14
Insectendoos 12-16,Donacia vulgaris,3,15
Insectendoos 12-16,Donacia simplex,3,16
Insectendoos 12-16,Donacia cinerea,8,17
Insectendoos 12-16,Plateumaris sericea,11,18
Insectendoos 12-16,Plateumaris braccata,8,19
Insectendoos 12-16,Plateumaris consimilis,3,20
Insectendoos 12-16,Plateumaris rustica,9,21
Insectendoos 12-16,Orsodacne cerasi,1,22
Insectendoos 12-16,Zeugophora subspinosa,10,23
Insectendoos 12-16,Zeugophora flavicollis,9,24
Insectendoos 12-16,Lema cyanella,1,25
Insectendoos 12-16,Lema melanopus,12,26
Insectendoos 12-16,Crioceris 12-punctata,12,27
Insectendoos 12-16,Crioceris asparagi,15,28
Insectendoos 12-16,Crioceris filii,8,29
Insectendoos 12-16,Crioceris merdigera,5,30
Insectendoos 12-16,Labidostomis longimana,3,31
Insectendoos 12-16,Lachnea xx5,5,32
Insectendoos 12-16,Clytra quadripunctata,8,33
Insectendoos 12-16,Clytra laeviuscula,1,34
Insectendoos 13-03,NN NN,27,1
Insectendoos 13-04,NN NN,84,1
Insectendoos 13-05,NN NN,67,1
Insectendoos 13-06,NN NN,39,1
Insectendoos 13-07,NN NN,100,1
Insectendoos 13-08,NN NN,104,1
Insectendoos 13-09,Dytiscus marginalis,27,1
Insectendoos 13-09,Dytiscus circumcinctus,1,2
Insectendoos 13-09,Dytiscus circumflexus,4,3
Insectendoos 13-09,Dytiscus lapponicus,4,4
Insectendoos 13-09,Cybister lateralimarginatus,7,5
Insectendoos 13-09,Aulonogyrus concinnus,3,6
Insectendoos 13-09,Aulonogyrus striatus,3,7
Insectendoos 13-09,Gyrinus minutus,6,8
Insectendoos 13-09,Gyrinus aeratus,18,9
Insectendoos 13-09,Gyrinus marinus,23,10
Insectendoos 13-09,Gyrinus distinctus,3,11
Insectendoos 13-09,Gyrinus substriatus,49,12
Insectendoos 13-09,Gyrinus natator,15,13
Insectendoos 13-09,Gyrinus urinator,19,14
Insectendoos 13-09,Gyrinus suffriani,3,15
Insectendoos 13-09,Gyrinus caspius,8,16
Insectendoos 13-09,Gyrinus paykulli,4,17
Insectendoos 13-09,Gyrinus opacus,1,18
Insectendoos 13-09,Gyrinus dejeani,8,19
Insectendoos 13-09,Gyrinus striolatus,3,20
Insectendoos 13-09,Gyrinus mergus,1,21
Insectendoos 13-09,Orectochilus villosus,5,22
Insectendoos 13-09,Rhysodes sulcatus,3,23
Insectendoos 13-09,Omoglymmius germari,2,24
Insectendoos 13-09,Clinidium trisulcatum,1,25
Insectendoos 13-09,Hydraena palustris,8,26
Insectendoos 13-09,Hydraena britteni,8,27
Insectendoos 13-09,Hydraena riparia,2,28
Insectendoos 13-09,Hydraena melas,2,29
Insectendoos 13-09,Hydraena nigrita,1,30
Insectendoos 13-09,Hydraena subjuncta,2,31
Insectendoos 13-09,Hydraena subimpressa,2,32
Insectendoos 13-09,Hydraena pygmaea,3,33
Insectendoos 13-09,Hydraena pulchella,2,34
Insectendoos 13-09,Hydraena lapidicola,3,35
Insectendoos 13-09,Hydraena excisa,4,36
Insectendoos 13-09,Hydraena gracilis,24,37
Insectendoos 13-09,Hydraena belgica,3,38
Insectendoos 13-09,Hydraena saga,3,39
Insectendoos 13-09,Hydraena truncata,2,40
Insectendoos 13-09,Hydraena polita,1,41
Insectendoos 13-09,Hydraena dentipes,3,42
Insectendoos 13-09,Hydraena grandis,2,43
Insectendoos 13-10,NN NN,13,1
Insectendoos 13-11,NN NN,352,1
Insectendoos 13-12,NN NN,1000,1
Insectendoos 13-13,NN 800,1,1
Insectendoos Stronkhorst box 01,Polycestina quatuordecimmaculata,1,2
Insectendoos Stronkhorst box 01,Casteliella laesicollis,1,3
Insectendoos Stronkhorst box 01,NN NN,6,4
Insectendoos Stronkhorst box 01,Phlocteis exasperata,2,5
Insectendoos Stronkhorst box 01,NN NN,3,6
Insectendoos Stronkhorst box 01,NN NN,1,7
Insectendoos Stronkhorst box 01,Sternocera orissa,4,8
Insectendoos Stronkhorst box 01,NN NN,10,9
Insectendoos Stronkhorst box 01,NN NN,1,10
Insectendoos Stronkhorst box 01,NN NN,1,11
Insectendoos Stronkhorst box 01,NN NN,7,12
Insectendoos Stronkhorst box 01,NN NN,1,13
Insectendoos Stronkhorst box 01,NN NN,1,14
Insectendoos Stronkhorst box 01,NN NN,3,15
Insectendoos Stronkhorst box 01,NN NN,4,16
Insectendoos Stronkhorst box 01,NN NN,1,17
Insectendoos Stronkhorst box 01,NN NN,1,18
Insectendoos Stronkhorst box 01,NN NN,1,19
Insectendoos Stronkhorst box 01,Psiloptera vana,1,20
Insectendoos Stronkhorst box 01,Steraspis spec.,1,21
Insectendoos Stronkhorst box 01,NN NN,2,22
Insectendoos Stronkhorst box 01,NN NN,10,23
Insectendoos Stronkhorst box 01,NN NN,5,24
Insectendoos Stronkhorst box 01,NN NN,6,25
Insectendoos Stronkhorst box 01,Evides pubiventris,4,26
Insectendoos Stronkhorst box 01,NN NN,2,27
Insectendoos Stronkhorst box 01,NN NN,2,28
Insectendoos Stronkhorst box 01,NN NN,1,29
Insectendoos Stronkhorst box 01,Psiloptera spec.,1,30
Insectendoos Stronkhorst box 01,NN NN,1,31
Insectendoos Stronkhorst box 01,Angelia peteli,3,32
Insectendoos Stronkhorst box 01,Chrysochroa lepida,5,33
Insectendoos Stronkhorst box 01,NN NN,12,34
Insectendoos Stronkhorst box 01,Strenocera orissa variabilis,8,35
Insectendoos Stronkhorst box 01,Strenocera orissa orissa,10,36
Insectendoos Stronkhorst box 02,Cypholoba spec.,1,1
Insectendoos Stronkhorst box 02,Cypholoba gracilis,4,2
Insectendoos Stronkhorst box 02,Cypholoba graphipteroidea,13,3
Insectendoos Stronkhorst box 02,Anthia cintipennis,13,4
Insectendoos Stronkhorst box 02,Campalita chlorostictum,5,5
Insectendoos Stronkhorst box 02,NN NN,4,6
Insectendoos Stronkhorst box 02,Thermophilum galla,9,7
Insectendoos Stronkhorst box 02,Thermophilum spec.,4,8
Insectendoos Stronkhorst box 02,Anthia circumscripta,12,9
Insectendoos Stronkhorst box 02,Anthia cinctipennis,7,10
Insectendoos Stronkhorst box 02,Anthia spec.,16,11
Insectendoos Stronkhorst box 02,Cypholoba caillaudi,13,12
Insectendoos Stronkhorst box 02,Anthia thoracia,5,13
Insectendoos Stronkhorst box 03,NN NN,139,1
Insectendoos Stronkhorst box 04,Ceroplesis NNN,4,1
Insectendoos Stronkhorst box 04,Ceroplesis bicincta,2,2
Insectendoos Stronkhorst box 04,Ceroplesis spec.,6,3
Insectendoos Stronkhorst box 04,NN NN,1,4
Insectendoos Stronkhorst box 04,Laziopezus sp.,4,5
Insectendoos Stronkhorst box 04,NN NN,1,6
Insectendoos Stronkhorst box 04,NN NN,1,7
Insectendoos Stronkhorst box 04,NN NN,3,8
Insectendoos Stronkhorst box 04,NN NN,5,9
Insectendoos Stronkhorst box 04,NN NN,1,10
Insectendoos Stronkhorst box 04,NN NN,1,11
Insectendoos Stronkhorst box 04,Jamuronus spec.,3,12
Insectendoos Stronkhorst box 04,NN NN,1,13
Insectendoos Stronkhorst box 04,NN NN,1,14
Insectendoos Stronkhorst box 04,Zographus niveisparsus,1,15
Insectendoos Stronkhorst box 04,Prosopocera lactatori,1,16
Insectendoos Stronkhorst box 04,NN NN,1,17
Insectendoos Stronkhorst box 04,NN NN,1,18
Insectendoos Stronkhorst box 04,NN NN,1,19
Insectendoos Stronkhorst box 04,NN NN,1,20
Insectendoos Stronkhorst box 04,NN NN,13,21
Insectendoos Stronkhorst box 04,NN NN,1,22
Insectendoos Stronkhorst box 04,NN NN,2,23
Insectendoos Stronkhorst box 04,NN NN,4,24
Insectendoos Stronkhorst box 04,NN NN,1,25
Insectendoos Stronkhorst box 04,NN NN,1,26
Insectendoos Stronkhorst box 04,Phyllocnema latipes,2,27
Insectendoos Stronkhorst box 04,NN NN,1,28
Insectendoos Stronkhorst box 04,NN NN,1,29
Insectendoos Stronkhorst box 04,NN NN,1,30
Insectendoos Stronkhorst box 04,NN NN,3,31
Insectendoos Stronkhorst box 05,NN NN,3,1
Insectendoos Stronkhorst box 05,NN NN,1,2
Insectendoos Stronkhorst box 05,Rhynoncus perpendicularis,1,3
Insectendoos Stronkhorst box 05,Rhynoncus bruchoides,2,4
Insectendoos Stronkhorst box 05,Cidnorhinus sp.,1,5
Insectendoos Stronkhorst box 05,NN NN,1,6
Insectendoos Stronkhorst box 05,Ceuterorhynchus alliazrae,1,7
Insectendoos Stronkhorst box 05,Ceuterorhynchus assimilis,1,8
Insectendoos Stronkhorst box 05,NN NN,4,9
Insectendoos Stronkhorst box 05,NN NN,3,10
Insectendoos Stronkhorst box 05,NN NN,1,11
Insectendoos Stronkhorst box 05,NN NN,1,12
Insectendoos Stronkhorst box 05,Drepanocerus freyi,4,13
Insectendoos Stronkhorst box 05,NN NN,4,14
Insectendoos Stronkhorst box 05,NN NN,8,15
Insectendoos Stronkhorst box 05,NN NN,1,16
Insectendoos Stronkhorst box 05,NN NN,1,17
Insectendoos Stronkhorst box 06,NN NN,1,1
Insectendoos Stronkhorst box 06,NN NN,1,2
Insectendoos Stronkhorst box 06,NN NN,2,3
Insectendoos Stronkhorst box 06,NN NN,1,4
Insectendoos Stronkhorst box 06,NN NN,1,5
Insectendoos Stronkhorst box 06,NN NN,6,6
Insectendoos Stronkhorst box 06,NN NN,1,7
Insectendoos Stronkhorst box 06,NN NN,3,8
Insectendoos Stronkhorst box 06,NN NN,1,9
Insectendoos Stronkhorst box 06,NN NN,1,10
Insectendoos Stronkhorst box 06,NN NN,1,11
Insectendoos Stronkhorst box 06,Brachycerus cf dorsomaculatus,2,12
Insectendoos Stronkhorst box 06,NN NN,2,13
Insectendoos Stronkhorst box 06,NN NN,27,14
Insectendoos Stronkhorst box 06,NN NN,2,15
Insectendoos Stronkhorst box 06,NN NN,1,16
Insectendoos Stronkhorst box 06,NN NN,1,17
Insectendoos Stronkhorst box 06,NN NN,2,18
Insectendoos Stronkhorst box 06,NN NN,1,19
Insectendoos Stronkhorst box 06,NN NN,1,20
Insectendoos Stronkhorst box 06,NN NN,5,21
Insectendoos Stronkhorst box 06,NN NN,1,22
Insectendoos Stronkhorst box 06,NN NN,1,23
Insectendoos Stronkhorst box 06,NN NN,6,24
Insectendoos Stronkhorst box 06,NN NN,9,25
Insectendoos Stronkhorst box 06,NN NN,6,26
Insectendoos Stronkhorst box 06,Rhynchophorus phoenicis,1,27
Insectendoos Stronkhorst box 06,Rhynchophorus palmarum,3,28
Insectendoos Stronkhorst box 06,NN NN,2,29
Insectendoos Stronkhorst box 06,NN NN,1,30
Insectendoos Stronkhorst box 06,NN NN,8,31
Insectendoos Stronkhorst box 06,Polyclaeis equestris,9,32
Insectendoos Stronkhorst box 06,NN NN,6,33
Insectendoos Stronkhorst box 06,Hipporrhinus spec.,1,34
Insectendoos Stronkhorst box 06,NN NN,10,35
Insectendoos Stronkhorst box 06,NN NN,3,36
Insectendoos Stronkhorst box 06,NN NN,11,37
Insectendoos Stronkhorst box 06,NN NN,1,38
Insectendoos Stronkhorst box 06,NN NN,1,39
Insectendoos Stronkhorst box 06,NN NN,8,40
Insectendoos Stronkhorst box 06,Brachycerus cf congestus,1,41
Insectendoos Stronkhorst box 06,NN NN,1,42
Insectendoos Stronkhorst box 07,NN NN,10,1
Insectendoos Stronkhorst box 07,NN NN,6,2
Insectendoos Stronkhorst box 07,NN NN,8,3
Insectendoos Stronkhorst box 07,NN NN,6,4
Insectendoos Stronkhorst box 07,NN NN,15,5
Insectendoos Stronkhorst box 08,Rhabdotis aulica,4,1
Insectendoos Stronkhorst box 08,Rhabdotis semipunctata,2,2
Insectendoos Stronkhorst box 08,Rhabdotis intermedia,1,3
Insectendoos Stronkhorst box 08,Rhabdotis sobrins,1,4
Insectendoos Stronkhorst box 08,Annisorrhina umbonata,5,5
Insectendoos Stronkhorst box 08,Diplognatha striata,2,6
Insectendoos Stronkhorst box 08,Porphyronota hebrea,15,7
Insectendoos Stronkhorst box 08,Diplognatha gagates silicea,3,8
Insectendoos Stronkhorst box 08,Pachnodella impressa,9,9
Insectendoos Stronkhorst box 08,NN NN,1,10
Insectendoos Stronkhorst box 08,NN NN,1,11
Insectendoos Stronkhorst box 08,Annisorrhina flavomaculata flavomaculata,1,12
Insectendoos Stronkhorst box 08,Porphyronota maculatissima,4,13
Insectendoos Stronkhorst box 08,Rhabdotis albinigra,4,14
Insectendoos Stronkhorst box 08,NN NN,2,15
Insectendoos Stronkhorst box 08,NN NN,3,16
Insectendoos Stronkhorst box 08,Mecynorrhina (amoraudes) passerinii,3,17
Insectendoos Stronkhorst box 08,Plaesiorrhinella planata,5,18
Insectendoos Stronkhorst box 08,Annisorrhina algoensis,11,19
Insectendoos Stronkhorst box 08,Cheirolasia burkei,3,20
Insectendoos Stronkhorst box 08,Plaesiorrhinella (Chondrorrhina) trivittata,11,21
Insectendoos Stronkhorst box 08,Pachnoda picturata,2,22
Insectendoos Stronkhorst box 08,Pachnoda sinuata sinuata,3,23
Insectendoos Stronkhorst box 08,Pachnoda sinuata calceata,2,24
Insectendoos Stronkhorst box 08,Pachnoda sinuata flaviventris,3,25
Insectendoos Stronkhorst box 09,Dilichostethus levis,8,1
Insectendoos Stronkhorst box 09,Polybaphes baltaeta baltaeta,2,2
Insectendoos Stronkhorst box 09,Polybaphes subfasciata,3,3
Insectendoos Stronkhorst box 09,Xeloma tomentosa,3,5
Insectendoos Stronkhorst box 09,Xeloma maura,1,6
Insectendoos Stronkhorst box 09,Xeloma leprosa,10,7
Insectendoos Stronkhorst box 09,Anoplocheilus figarutus,3,8
Insectendoos Stronkhorst box 09,Amazula suavis,1,9
Insectendoos Stronkhorst box 09,Pseudoclinteria cincticollis,1,10
Insectendoos Stronkhorst box 09,Dischista cincta,15,11
Insectendoos Stronkhorst box 09,Paleopragma spec.,1,12
Insectendoos Stronkhorst box 09,Polystalactica furfurosa,1,13
Insectendoos Stronkhorst box 09,Tephrea leucomelona,4,14
Insectendoos Stronkhorst box 09,Tephrea dichroa,2,15
Insectendoos Stronkhorst box 09,Tephrea simonsi,3,16
Insectendoos Stronkhorst box 09,Tephrea morosa,15,17
Insectendoos Stronkhorst box 09,Dischista rufa,8,18
Insectendoos Stronkhorst box 09,Anelaphinis rhodesiana,6,19
Insectendoos Stronkhorst box 09,Niphetophora carneola,1,20
Insectendoos Stronkhorst box 09,Atrichelaphinis tigrina,13,21
Insectendoos Stronkhorst box 10,NN NN,1,1
Insectendoos Stronkhorst box 10,NN NN,1,2
Insectendoos Stronkhorst box 10,NN NN,3,3
Insectendoos Stronkhorst box 10,NN NN,3,4
Insectendoos Stronkhorst box 10,Mausoleopsis amabilis,8,5
Insectendoos Stronkhorst box 10,Leucocelis rubra,8,6
Insectendoos Stronkhorst box 10,Clinteroides permutans,14,7
Insectendoos Stronkhorst box 10,NN NN,1,8
Insectendoos Stronkhorst box 10,Coenochilus sp.,2,9
Insectendoos Stronkhorst box 10,NN NN,3,10
Insectendoos Stronkhorst box 10,Coenochilus sp.,2,11
Insectendoos Stronkhorst box 10,NN NN,1,12
Insectendoos Stronkhorst box 10,NN NN,1,13
Insectendoos Stronkhorst box 10,Cyrtothyrea marginalis,8,14
Insectendoos Stronkhorst box 10,Leucocelis haemorrhoidalis,4,15
Insectendoos Stronkhorst box 10,Leucocelis amethystina,12,16
Insectendoos Stronkhorst box 10,Discopeltis tricolor,4,17
Insectendoos Stronkhorst box 10,Leucocelis viticollis,14,18
Insectendoos Stronkhorst box 10,Leucocelis adspersa,3,19
Insectendoos Stronkhorst box 10,Leucocelis adspersa,4,20
Insectendoos Stronkhorst box 10,Leucocelis aeneicollis,4,21
Insectendoos Stronkhorst box 10,NN NN,1,22
Insectendoos Stronkhorst box 10,NN NN,1,23
Insectendoos Stronkhorst box 10,NN NN,6,24
Insectendoos Stronkhorst box 10,NN NN,14,25
Insectendoos Stronkhorst box 10,NN NN,2,26
Insectendoos Stronkhorst box 10,NN NN,6,27
Insectendoos Stronkhorst box 10,NN NN,2,28
Insectendoos Stronkhorst box 10,NN NN,1,29
Insectendoos Stronkhorst box 10,Phoxomela umbrosa alessandrinii,6,30
Insectendoos Stronkhorst box 10,Phoxomela umbrosa umbrosa,5,31
Insectendoos Stronkhorst box 10,NN NN,25,32
Insectendoos Stronkhorst box 11,NN NN,7,1
Insectendoos Stronkhorst box 11,NN NN,4,2
Insectendoos Stronkhorst box 11,NN NN,5,3
Insectendoos Stronkhorst box 11,NN NN,8,4
Insectendoos Stronkhorst box 11,NN NN,12,5
Insectendoos Stronkhorst box 11,Cf. Syrictus syrictus,3,6
Insectendoos Stronkhorst box 11,Cyphonistes vallutus,16,7
Insectendoos Stronkhorst box 11,Pycnoschema sp.,24,8
Insectendoos Stronkhorst box 11,NN NN,6,9
Insectendoos Stronkhorst box 11,Oryctes boas,1,10
Insectendoos Stronkhorst box 11,Oryctes boas,6,11
Insectendoos Stronkhorst box 11,Oryctes boas,2,12
Insectendoos Stronkhorst box 11,Cyphonistes vallatus,11,13
Insectendoos Stronkhorst box 11,NN NN,1,14
Insectendoos Stronkhorst box 11,Oryctes boas,2,15
Insectendoos Stronkhorst box 11,NN NN,4,16
Insectendoos Stronkhorst box 11,NN NN,1,17
Insectendoos Stronkhorst box 11,NN NN,1,18
Insectendoos Stronkhorst box 11,Heteronchus sp.,16,19
Insectendoos Stronkhorst box 12,Pseudosyrichtus clathratus,1,1
Insectendoos Stronkhorst box 12,NN NN,1,2
Insectendoos Stronkhorst box 12,NN NN,2,3
Insectendoos Stronkhorst box 12,NN NN,2,4
Insectendoos Stronkhorst box 12,NN NN,1,5
Insectendoos Stronkhorst box 12,Oryctes boas,6,6
Insectendoos Stronkhorst box 12,Cyphonistes vallutus,12,7
Insectendoos Stronkhorst box 12,NN NN,7,8
Insectendoos Stronkhorst box 12,NN NN,7,9
Insectendoos Stronkhorst box 12,NN NN,3,10
Insectendoos Stronkhorst box 12,NN NN,2,11
Insectendoos Stronkhorst box 12,NN NN,1,12
Insectendoos Stronkhorst box 12,NN NN,4,13
Insectendoos Stronkhorst box 12,NN NN,1,14
Insectendoos Stronkhorst box 12,NN NN,11,15
Insectendoos Stronkhorst box 12,NN NN,11,16
Insectendoos Stronkhorst box 12,NN NN,7,17
Insectendoos Stronkhorst box 12,Heteroligus sp.,2,18
Insectendoos Stronkhorst box 12,NN NN,12,19
Insectendoos Stronkhorst box 12,NN NN,3,20
Insectendoos Stronkhorst box 12,NN NN,2,21
Insectendoos Stronkhorst box 12,NN NN,8,22
Insectendoos Stronkhorst box 13,Catharsius mossambicanus,4,1
Insectendoos Stronkhorst box 13,Catharsius philus,2,2
Insectendoos Stronkhorst box 13,Catharsius tricornutus,5,3
Insectendoos Stronkhorst box 13,Catharsius tricornutus,4,4
Insectendoos Stronkhorst box 13,Catharsius tricornutus,9,5
Insectendoos Stronkhorst box 13,Catharsius sesostris,3,6
Insectendoos Stronkhorst box 13,Catharsius eteocles,1,7
Insectendoos Stronkhorst box 13,NN NN,27,8
Insectendoos Stronkhorst box 13,Catharsius heros,1,9
Insectendoos Stronkhorst box 13,Catharsius platycerus,1,10
Insectendoos Stronkhorst box 13,Catharsius calaharicus,2,11
Insectendoos Stronkhorst box 13,Catharsius heros,3,12
Insectendoos Stronkhorst box 13,Metacatharsius troglodytes,8,13
Insectendoos Stronkhorst box 13,Metacatharsius zulanus,3,14
Insectendoos Stronkhorst box 13,Dicronorrhina derbyana,10,15
Insectendoos Stronkhorst box 13,Catharsius heros,3,16
Insectendoos Stronkhorst box 13,NN NN,2,17
Insectendoos Stronkhorst box 13,NN NN,8,18
Insectendoos Stronkhorst box 13,NN NN,10,19
Insectendoos Stronkhorst box 13,NN NN,10,20
Insectendoos Stronkhorst box 13,NN NN,10,21
Insectendoos Stronkhorst box 13,NN NN,2,22
Insectendoos Stronkhorst box 13,NN NN,1,23
Insectendoos Stronkhorst box 14,NN NN,16,1
Insectendoos Stronkhorst box 14,Copris mesacanthus,4,2
Insectendoos Stronkhorst box 14,Copris diversus,1,3
Insectendoos Stronkhorst box 14,Copris fidius,4,4
Insectendoos Stronkhorst box 14,Copris misellus,2,5
Insectendoos Stronkhorst box 14,Copris coriarus,1,6
Insectendoos Stronkhorst box 14,Copris amyntor,6,7
Insectendoos Stronkhorst box 14,Copris amyntor,6,8
Insectendoos Stronkhorst box 14,Copris amyntor,17,9
Insectendoos Stronkhorst box 14,Copris elphenor,20,10
Insectendoos Stronkhorst box 14,Copris elphenor,12,11
Insectendoos Stronkhorst box 14,Copris fallaciosus,7,12
Insectendoos Stronkhorst box 14,Copris subsidens,5,13
Insectendoos Stronkhorst box 14,Copris integer,2,14
Insectendoos Stronkhorst box 14,Copris fallaciosus,7,15
Insectendoos Stronkhorst box 14,Copris elphenor,27,16
Insectendoos Stronkhorst box 14,Copris cornifros,1,17
Insectendoos Stronkhorst box 14,Copris urus,1,18
Insectendoos Stronkhorst box 14,Copris evanidus,18,19
Insectendoos Stronkhorst box 14,Copris macer,14,20
Insectendoos Stronkhorst box 14,Copris bornemisszai,11,21
Insectendoos Stronkhorst box 14,Copris bornemizzai,11,22
Insectendoos Stronkhorst box 15,NN NN,3,1
Insectendoos Stronkhorst box 15,NN NN,2,2
Insectendoos Stronkhorst box 15,Coptorhina auspicata,1,3
Insectendoos Stronkhorst box 15,Xinidium dentilabris,23,4
Insectendoos Stronkhorst box 15,NN NN,10,5
Insectendoos Stronkhorst box 15,Sarophorus costatus,16,6
Insectendoos Stronkhorst box 15,NN NN,2,7
