Insectendoosnaam,soortnaam,aantal,volgnr
Insectendoos 07-23,Limnebius aluta,5,2209
Insectendoos 07-23,Limnebius atomus,1,2210
Insectendoos 07-23,Hydrochus elongatus,2,2211
Insectendoos 07-23,Hydrochus ignicollis,2,2212
Insectendoos 07-23,Hydrochus carinatus,16,2213
Insectendoos 07-23,Hydrochus brevis,4,2214
Insectendoos 07-23,Hydrochus nitidicollis,1,2215
Insectendoos 07-23,Hydrochus angustatus,1,2216
Insectendoos 07-23,Hydrochus flavipennis,11,2217
Insectendoos 07-23,Spercheus emarginatus,7,2218
Insectendoos 07-23,Helophorus rufipes,3,2219
Insectendoos 07-23,Helophorus porculus,2,2220
Insectendoos 07-23,Helophorus nubilus,7,2221
Insectendoos 07-23,Helophorus schmidtii,1,2222
Insectendoos 07-23,Helophorus tuberculatus,1,2223
Insectendoos 07-23,Helophorus alternans,9,2224
Insectendoos 07-23,Helophorus micans,2,2225
Insectendoos 07-23,Helophorus occidentalis,2,2226
Insectendoos 07-23,Helophorus grandis,7,2227
Insectendoos 07-23,Helophorus aquaticus,43,2228
Insectendoos 07-23,Helophorus aequalis,3,2229
Insectendoos 07-23,Helophorus avernicus,10,2230
Insectendoos 07-23,Helophorus nivalis,5,2231
Insectendoos 07-23,Helophorus glacialis,4,2232
Insectendoos 07-24,Caenocara bovistae,2,2233
Insectendoos 07-24,Caenocara affinis,2,2234
Insectendoos 07-24,Caenocara subglobosa,1,2235
Insectendoos 07-24,Anitys rubens,2,2236
Insectendoos 07-25,Myrmetes paykulli,3,2237
Insectendoos 07-25,Gnathoncus rotundatus,7,2238
Insectendoos 07-25,Gnathoncus nannetensis,4,2239
Insectendoos 07-25,Gnathoncus communis,3,2240
Insectendoos 07-25,Gnathoncus suturifer,1,2241
Insectendoos 07-25,Gnathoncus buyssoni,35,2242
Insectendoos 07-25,Gnathoncus nidicola,1,2243
Insectendoos 07-25,Saprinus semipunctatus,6,2244
Insectendoos 07-25,Saprinus maculatus,1,2245
Insectendoos 07-25,Saprinus detersus,1,2246
Insectendoos 07-25,Saprinus rufiger,1,2247
Insectendoos 07-25,Saprinus planiusculus,20,2248
Insectendoos 07-25,Saprinus semistriatus,22,2249
Insectendoos 07-25,Saprinus subnitescens,3,2250
Insectendoos 07-25,Saprinus tenuistrius,1,2251
Insectendoos 07-25,Saprinus lautus,2,2252
Insectendoos 07-25,Saprinus calatravensis,1,2253
Insectendoos 07-25,Saprinus virescens,1,2254
Insectendoos 07-25,Saprinus pollitus,2,2255
Insectendoos 07-25,Saprinus immundus,8,2256
Insectendoos 07-25,Saprinus aeneus,17,2257
Insectendoos 07-25,Saprinus metallescens,2,2258
Insectendoos 07-25,Saprinus gilivicornis,2,2259
Insectendoos 07-25,Saprinus georgicus,2,2260
Insectendoos 07-25,Saprinus grossipes,1,2261
Insectendoos 07-25,Saprinus chalcites,2,2262
Insectendoos 07-25,Saprinus furvus,1,2263
Insectendoos 07-25,Saprinus externus,1,2264
Insectendoos 07-25,Saprinus cruciatus,1,2265
Insectendoos 07-25,Saprinus politus,2,2266
Insectendoos 07-25,Saprinus prasinus,1,2267
Insectendoos 07-25,Saprinus apricarius,3,2268
Insectendoos 07-25,Chalcionellus amouenus,1,2269
Insectendoos 07-25,Chalcionellus spretulus,2,2270
Insectendoos 07-25,Chalcionellus decemstriatus,5,2271
Insectendoos 07-25,Chalcionellus tyrius,1,2272
Insectendoos 07-25,Hypocacculus praecox,2,2273
Insectendoos 07-25,Hypocacculus rubripes,2,2274
Insectendoos 07-25,Hypocaccus crassipes,11,2275
Insectendoos 07-25,Hypocaccus rugifrons,53,2276
Insectendoos 07-25,Hypocaccus metallicus,3,2277
Insectendoos 07-25,Hypocaccus rugiceps,2,2278
Insectendoos 07-25,Hypocaccus dimidiatus,11,2279
Insectendoos 07-25,Bacanius rhombophorus,1,2280
Insectendoos 07-25,Dendriophilus punctatus,4,2281
Insectendoos 07-25,Dendriophilus pygmaeus,3,2282
Insectendoos 07-25,Kissister minimus,3,2283
Insectendoos 07-25,Carcinops pumilio,20,2284
Insectendoos 07-25,Platylomalus complanatus,3,2285
Insectendoos 07-25,Paromalus flavicornis,8,2286
Insectendoos 07-25,Paromalus parallelepipedus,30,2287
Insectendoos 07-25,Hololepta planata,38,2288
Insectendoos 07-25,Onthophilus striatus,8,2289
Insectendoos 07-25,Onthophilus affinis,1,2290
Insectendoos 07-25,Onthophilus punctatus,4,2291
Insectendoos 07-25,Onthophilus globulus,3,2292
Insectendoos 08-01,Nebrioporus martinii,5,2293
Insectendoos 08-01,Nebrioporus carinatus,2,2294
Insectendoos 08-01,Nebrioporus fenestratus,1,2295
Insectendoos 08-01,Nebrioporus cerisyi,4,2296
Insectendoos 08-01,Nebrioporus luctuosus,3,2297
Insectendoos 08-01,Nebrioporus clarkii,1,2298
Insectendoos 08-01,Oreodytes davisii,4,2299
Insectendoos 08-01,Oreodytes septentrionalis,3,2300
Insectendoos 08-01,Oreodytes sanmarkii,9,2301
Insectendoos 08-01,Oreodytes alpinus,3,2302
Insectendoos 08-01,Scarodytes halensis,11,2303
Insectendoos 08-01,Laccophilus ponticus,8,2304
Insectendoos 08-01,Laccophilus minutus,39,2305
Insectendoos 08-01,Laccophilus hyalinus,14,2306
Insectendoos 08-01,Laccophilus testaceus,1,2307
Insectendoos 08-01,Copelatus haemorrhoidalis,8,2308
Insectendoos 08-01,Platambus maculatus,15,2309
Insectendoos 08-01,Agabus subtilis,1,2310
Insectendoos 08-01,Agabus erichsoni,2,2311
Insectendoos 08-01,Agabus chalconatus,6,2312
Insectendoos 08-01,Agabus neglectus,2,2313
Insectendoos 08-01,Agabus biguttatus,4,2314
Insectendoos 08-01,Agabus nitidus,9,2315
Insectendoos 08-01,Agabus guttatus,4,2316
Insectendoos 08-01,Agabus melanarius,10,2317
Insectendoos 08-01,Agabus bipostulatus,41,2318
Insectendoos 08-01,Agabus solieri,1,2319
Insectendoos 08-01,Agabus striolatus,3,2320
Insectendoos 08-01,Agabus sturmii,18,2321
Insectendoos 08-01,Agabus uliginosus,12,2322
Insectendoos 08-01,Agabus paludosus,5,2323
Insectendoos 08-01,Agabus nebulosus,10,2324
Insectendoos 08-01,Agabus affinis,5,2325
Insectendoos 08-01,Agabus unguicularis,12,2326
Insectendoos 08-01,Agabus congener,2,2327
Insectendoos 08-01,Agabus brunneus,16,2328
Insectendoos 08-01,Agabus didymus,21,2329
Insectendoos 08-01,Agabus undulatus,10,2330
Insectendoos 08-01,Agabus labiatus,2,2331
Insectendoos 08-01,Agabus arcticus,6,2332
Insectendoos 08-01,Agabus serricornis,2,2333
Insectendoos 08-01,Agabus conspersus,1,2334
Insectendoos 08-01,Agabus lapponicus,1,2335
Insectendoos 08-01,Agabus montanus,13,2336
Insectendoos 08-01,Agabus binotatus,2,2337
Insectendoos 08-01,Agabus fuscipennis,2,2338
Insectendoos 08-01,Agabus skiathos,8,2339
Insectendoos 08-01,Ilybius fenestratus,6,2340
Insectendoos 08-01,Ilybius ater,7,2341
Insectendoos 08-01,Ilybius meridionalis,2,2342
Insectendoos 08-02,Micrapate xyloperthoides,1,2342
Insectendoos 08-02,Hedobia pubescens,3,2343
Insectendoos 08-02,Hedobia imperialis,4,2344
Insectendoos 08-02,Hedobia regalis,3,2345
Insectendoos 08-02,Grynobius planus,1,2346
Insectendoos 08-02,Dryophilus anobioides,1,2347
Insectendoos 08-02,Dryophilus pusillus,4,2348
Insectendoos 08-02,Dryophilus longicollis,1,2349
Insectendoos 08-02,Ochina latreillei,1,2350
Insectendoos 08-02,Ochina ptinoides,3,2351
Insectendoos 08-02,Xestobium plumbeum,15,2352
Insectendoos 08-02,Xestobium rufovillosum,26,2353
Insectendoos 08-02,Xestobium austriacum,2,2354
Insectendoos 08-02,Ernobius nigrinus,1,2355
Insectendoos 08-02,Ernobius longicornis,5,2356
Insectendoos 08-02,Ernobius abietinus,2,2357
Insectendoos 08-02,Ernobius abietis,6,2358
Insectendoos 08-02,Ernobius angusticollis,2,2359
Insectendoos 08-02,Ernobius pini,1,2360
Insectendoos 08-02,Ernobius mollis,13,2361
Insectendoos 08-02,Oligomerus brunneus,1,2362
Insectendoos 08-02,Stegobium paniceum,36,2363
Insectendoos 08-02,Gastrallus immarginatus,1,2364
Insectendoos 08-02,Gastrallus laevigatus,1,2365
Insectendoos 08-02,Anobium punctatum,28,2366
Insectendoos 08-02,Anobium hederae,1,2367
Insectendoos 08-02,Anobium nitidum,1,2368
Insectendoos 08-02,Anobium costatum,2,2369
Insectendoos 08-02,Anobium fulvicorne,3,2370
Insectendoos 08-02,Anobium rufipes,2,2371
Insectendoos 08-02,Anobium thomsoni,1,2372
Insectendoos 08-02,Anobium emarginatum,3,2373
Insectendoos 08-02,Anobium denticolle,1,2374
Insectendoos 08-02,Anobium pertinax,4,2375
Insectendoos 08-02,Priobium carpini,2,2376
Insectendoos 08-02,Ptilinus pectinicornis,17,2377
Insectendoos 08-02,Ptilinus fuscus,4,2378
Insectendoos 08-02,Pseudoptilinus fusicollis,2,2379
Insectendoos 08-02,Xyletinus laticollis,2,2380
Insectendoos 08-02,Xyletinus subrotundatus,1,2381
Insectendoos 08-02,Xyletinus ater,4,2382
Insectendoos 08-02,Xyletinus pectinatus,1,2383
Insectendoos 08-02,Lasioderma serricorne,5,2384
Insectendoos 08-02,Lasioderma redtenbacheri,2,2385
Insectendoos 08-02,Lasioderma kiesenwetteri,1,2386
Insectendoos 08-02,Lasioderma obscurum,1,2387
Insectendoos 08-02,Mesocoelopus niger,2,2388
Insectendoos 08-02,Tricorynus meieri,1,2389
Insectendoos 08-02,Dorcatoma flavicornis,3,2390
Insectendoos 08-02,Dorcatoma setosella,2,2391
Insectendoos 08-02,Dorcatoma chrysomelina,3,2392
Insectendoos 08-02,Dorcatoma substriata,1,2393
Insectendoos 08-02,Dorcatoma punctulata,1,2394
Insectendoos 08-02,Dorcatoma dresdensis,2,2395
Insectendoos 08-02,Dorcatoma robusta,5,2396
Insectendoos 08-03,Hydrophilus piceus,11,1
Insectendoos 08-03,Hydrophilus aterrimus,5,2
Insectendoos 08-03,Berosus signaticollis,5,3
Insectendoos 08-03,Berosus luridus,2,4
Insectendoos 08-03,Berosus spinosus,26,5
Insectendoos 08-03,Berosus bispina,1,6
Insectendoos 08-03,Teretrius fabricii,1,7
Insectendoos 08-03,Teretrius rothi,1,8
Insectendoos 08-03,Teretrius parasitica,1,9
Insectendoos 08-03,Plegaderus saucius,2,10
Insectendoos 08-03,Plegaderus vulneratus,9,11
Insectendoos 08-03,Plegaderus caesus,4,12
Insectendoos 08-03,Plegaderus dissectus,2,13
Insectendoos 08-03,Plegaderus discisus,3,14
Insectendoos 08-03,Plegaderus otti,2,15
Insectendoos 08-03,Plegaderus sanatus,1,16
Insectendoos 08-03,Plegaderus adonis,1,17
Insectendoos 08-03,Chetabraeus globulus,1,18
Insectendoos 08-03,Chetabraeus lucidus,1,19
Insectendoos 08-03,Abraeus granulum,3,20
Insectendoos 08-03,Abraeus parvulus,3,21
Insectendoos 08-03,Abraeus perpusillus,4,22
Insectendoos 08-03,Aebraeomorphus minutissimus,1,23
Insectendoos 08-03,Halacritus punctum,2,24
Insectendoos 08-03,Acritus minutus,1,25
Insectendoos 08-03,Acritus nigricornis,2,26
Insectendoos 08-03,Acritus homoeopathicus,1,27
Insectendoos 08-03,Acritus italicus,2,28
Insectendoos 08-03,Eurobrachium pusillum,3,29
Insectendoos 08-03,Aeletes atomarius,1,30
Insectendoos 08-04,NN NN,72,1
Insectendoos 08-05,NN NN,71,1
Insectendoos 08-06,NN NN,17,1
Insectendoos 08-07,NN NN,290,1
Insectendoos 08-08,NN NN,119,1
Insectendoos 08-09,NN NN,29,1
Insectendoos 08-10,NN NN,30,1
Insectendoos 08-11,NN NN,23,1
Insectendoos 08-12,NN NN,98,1
Insectendoos 08-13,NN NN,68,1
Insectendoos 08-14,Megasternum obscurum,52,1
Insectendoos 08-14,Cryptopleurum minutum,11,2
Insectendoos 08-14,Cryptopleurum crenatum,1,3
Insectendoos 08-14,Cryptopleurum subtile,2,4
Insectendoos 08-14,Crenitis punctatostriata,8,5
Insectendoos 08-14,Paracymus aeneus,13,6
Insectendoos 08-14,Paracymus scutellarus,2,7
Insectendoos 08-14,Hydrobius fuscipes,31,8
Insectendoos 08-14,Lymnoxenus niger,21,9
Insectendoos 08-14,Anacaena globulus,24,10
Insectendoos 08-14,Anacaena limbata,19,11
Insectendoos 08-14,Anacaena lutescens,2,12
Insectendoos 08-14,Anacaena bipustulata,4,13
Insectendoos 08-14,Laccobius striatulus,10,14
Insectendoos 08-14,Laccobius sinuatus,1,15
Insectendoos 08-14,Laccobius syriacus,1,16
Insectendoos 08-14,Laccobius obscuratus,1,17
Insectendoos 08-14,Laccobius atratus,1,18
Insectendoos 08-14,Laccobius atrocephalus,1,19
Insectendoos 08-14,Laccobius bipunctatus,18,20
Insectendoos 08-14,Laccobius neapolitanus,1,21
Insectendoos 08-14,Laccobius simulatrix,1,22
Insectendoos 08-14,Laccobius minutus,23,23
Insectendoos 08-14,Laccobius colon,3,24
Insectendoos 08-14,Laccobius gracilis,3,25
Insectendoos 08-14,Laccobius alternus,1,26
Insectendoos 08-14,Laccobius revelieri,1,27
Insectendoos 08-14,Laccobius femoralis,1,28
Insectendoos 08-14,Helochares lividus,5,29
Insectendoos 08-14,Helochares obscurus,14,30
Insectendoos 08-14,Enochrus melanocephalus,5,31
Insectendoos 08-14,Enochrus ochropterus,2,32
Insectendoos 08-14,Enochrus caspius,1,33
Insectendoos 08-14,Enochrus quadripunctatus,1,34
Insectendoos 08-14,Enochrus halophilus,5,35
Insectendoos 08-14,Enochrus bicolor,28,36
Insectendoos 08-14,Enochrus testaceus,13,37
Insectendoos 08-14,Enochrus affinis,4,38
Insectendoos 08-14,Enochrus nigritus,1,39
Insectendoos 08-14,Enochrus coarctatus,24,40
Insectendoos 08-14,Cymbiodyta marginella,39,41
Insectendoos 08-14,Chaetarthria seminulum,5,42
Insectendoos 08-14,Hydrochara caraboides,8,43
Insectendoos 08-14,Hydrochara flavipes,9,44
Insectendoos 08-14,Hydrochara affinis,1,45
Insectendoos 08-14,Sternolophus rufipes,4,46
Insectendoos 08-15,NN NN,76,1
Insectendoos 08-16,NN NN,75,1
Insectendoos 08-17,NN NN,24,1
Insectendoos 08-18,NN NN,472,1
Insectendoos 08-19,NN NN,87,1
Insectendoos 08-20,NN NN,321,1
Insectendoos 08-21,NN NN,98,1
Insectendoos 09-01,Orycles nasicornis,24,1
Insectendoos 09-01,Valgus hemipterus,10,2
Insectendoos 09-01,Osmoderma eremita,3,3
Insectendoos 09-01,Gnorimus variabilis,1,4
Insectendoos 09-01,Gnorimus nobilis,4,5
Insectendoos 09-01,Trichius fasciatus,11,6
Insectendoos 09-01,Trichius zonatus,12,7
Insectendoos 09-01,Oxythyrea funesta,4,8
Insectendoos 09-01,Cetonia aurata,12,9
Insectendoos 09-01,Potosia cuprea,5,10
Insectendoos 09-02,Copris lunaris,4,1
Insectendoos 09-02,Caccobius schreberi,2,2
Insectendoos 09-02,Onthophagus taurus,4,3
Insectendoos 09-02,Onthophagus ovatus,5,4
Insectendoos 09-02,Onthophagus fracticornis,13,5
Insectendoos 09-02,Onthophagus coenobiata,9,6
Insectendoos 09-02,Onthophagus vaccai,3,7
Insectendoos 09-02,Onthophagus nuchicornis,3,8
Insectendoos 09-02,Odontaeus armiger,1,9
Insectendoos 09-02,Ceratophyus typhoeus,11,10
Insectendoos 09-02,Geotrupes mutator,3,11
Insectendoos 09-02,Geotrupes spiniger,2,12
Insectendoos 09-02,Geotrupes stercorarius,6,13
Insectendoos 09-02,Geotrupes niger,5,14
Insectendoos 09-02,Geotrupes stercorosus,7,15
Insectendoos 09-02,Geotrupes vernalis,8,16
Insectendoos 09-02,Aphodius erraticus,3,17
Insectendoos 09-02,Aphodius subterraneus,1,18
Insectendoos 09-02,Aphodius fossor,12,19
Insectendoos 09-02,Aphodius haemorrhoidalis,3,20
Insectendoos 09-02,Aphodius brevis,2,21
Insectendoos 09-02,Aphodius luridus,12,22
Insectendoos 09-02,Aphodius rufipes,11,23
Insectendoos 09-02,Aphodius sticticus,2,24
Insectendoos 09-02,Aphodius inquinatus,13,25
Insectendoos 09-02,Aphodius contaminatus,7,26
Insectendoos 09-02,Aphodius prodromus,21,27
Insectendoos 09-02,Aphodius punctatosulcatus,4,28
Insectendoos 09-02,Aphodius merdarius,4,29
Insectendoos 09-02,Aphodius pusillus,7,30
Insectendoos 09-03,Aphodius fimetarius,2,1
Insectendoos 09-03,Aphodius foetus,2,2
Insectendoos 09-03,Aphodius scybalarius,2,3
Insectendoos 09-03,Aphodius ater,15,4
Insectendoos 09-03,Aphodius sordidus,5,5
Insectendoos 09-03,Aphodius rufus,16,6
Insectendoos 09-03,Aphodius granarius,16,7
Insectendoos 09-03,Pleurophorus caesus,2,8
Insectendoos 09-03,Aegialia arenaria,8,9
Insectendoos 09-03,Trox scabulosus,1,10
Insectendoos 09-03,Serica brunnea,8,11
Insectendoos 09-03,Amphimallon solstitialis,10,12
Insectendoos 09-03,Polyphylla fullo,5,13
Insectendoos 09-03,Melolontha vulgaris,4,14
Insectendoos 09-03,Melolontha hippocastani,4,15
Insectendoos 09-03,Anomaia aenea,9,16
Insectendoos 09-03,Phyllopertha horticola,7,17
Insectendoos 09-03,Anisoplia segetum,2,18
Insectendoos 09-03,Anisoplia agricola,7,19
Insectendoos 09-03,Hoplia philanthus,1,20
Insectendoos 09-03,Hoplia graminicola,2,21
Insectendoos 09-04,Carpophilus dimidiatus,1,1
Insectendoos 09-04,Carpophilus sexpustulatus,15,2
Insectendoos 09-04,Nitidula bipunctata,1,3
Insectendoos 09-04,Nitidula rufipes,12,4
Insectendoos 09-04,Omosita depressa,4,5
Insectendoos 09-04,Omosita discoidea,3,6
Insectendoos 09-04,Omosita colon,6,7
Insectendoos 09-04,Epuraea unicolor,2,8
Insectendoos 09-04,Epuraea abietina,1,9
Insectendoos 09-04,Soronia grisea,10,10
Insectendoos 09-04,Cychramus luteus,2,11
Insectendoos 09-04,Pocadius ferrugineus,10,12
Insectendoos 09-04,Glischrochilus 4-guttatus,11,13
Insectendoos 09-04,Glischrochilus olivieri,16,14
Insectendoos 09-04,Glischrochilus 4-pustulatus,13,15
Insectendoos 09-05,Anthicus bimaculatus,10,1
Insectendoos 09-05,Cerocoma schaefferi,4,2
Insectendoos 09-05,Lytta vesicatoria,8,3
Insectendoos 09-05,Meloe proscarabeus,5,4
Insectendoos 09-05,Meloe violaceus,1,5
Insectendoos 09-05,Meloe variegatus,1,6
Insectendoos 09-05,Meloe brevicollis,2,7
Insectendoos 09-05,Apalus muralis,2,8
Insectendoos 09-05,Metoecus paradoxus,1,9
Insectendoos 09-05,Mordellochroa abdominalis,1,10
Insectendoos 09-05,Anaspis frontalis,3,11
Insectendoos 09-05,Anaspis thoracica,1,12
Insectendoos 09-05,Anaspis maculata,1,13
Insectendoos 09-05,Anaspis costai,1,14
Insectendoos 09-05,Anaspis flava,1,15
Insectendoos 09-05,Tetratoma fungorum,1,16
Insectendoos 09-05,Hallomenus binotatus,3,17
Insectendoos 09-05,Orchesia undulata,3,18
Insectendoos 09-05,Melandrya caraboides,10,19
Insectendoos 09-05,Lagria hirta,11,20
Insectendoos 09-05,NN NN,8,21
Insectendoos 09-06,Gibbium psylloides,1,1
Insectendoos 09-06,Niptus holoeucus,1,2
Insectendoos 09-06,Ptinus rufipes,1,3
Insectendoos 09-06,Ptinus tectus,1,4
Insectendoos 09-06,Nacerda melanura,10,5
Insectendoos 09-06,Chrysanthia viridis,12,6
Insectendoos 09-06,Oedemera flavipes,3,7
Insectendoos 09-06,Oedemera podagrariae,1,8
Insectendoos 09-06,Oedemera croceicollis,9,9
Insectendoos 09-06,Oedemera nobilis,8,10
Insectendoos 09-06,Oedemera virescens,6,11
Insectendoos 09-06,Oedemera lurida,2,12
Insectendoos 09-06,Pytho depressus,16,13
Insectendoos 09-06,Salpingus castaneus,5,14
Insectendoos 09-06,Rhinosimus planirostris,5,15
Insectendoos 09-06,Rhinosimus ruficollis,3,16
Insectendoos 09-06,Mycterus curculionoides,3,17
Insectendoos 09-06,Pyrochroa coccinea,28,18
Insectendoos 09-06,Pyrochroa serraticornis,27,19
Insectendoos 09-06,Schizotus pectinicornis,9,20
Insectendoos 09-06,Notoxus monoceros,13,21
Insectendoos 09-06,Anthicus floralis,9,22
Insectendoos 09-07,Platyrrhinus resinosus,8,1
Insectendoos 09-07,Anthribus albinus,4,2
Insectendoos 09-07,Urodon suturalis,7,3
Insectendoos 09-07,Rhinomacer attelaboides,2,4
Insectendoos 09-07,Doydirhynchus austriacus,14,5
Insectendoos 09-07,Pselaphorhynchus nanus,2,6
Insectendoos 09-07,Pselaphorhynchus tomentosus,10,7
Insectendoos 09-07,Pselaphorhynchus longiceps,1,8
Insectendoos 09-07,Lasiorhynchites sericeus,4,9
Insectendoos 09-07,Lasiorhynchites cavifrons,5,10
Insectendoos 09-07,Lasiorhynchites coeruleocephalus,5,11
Insectendoos 09-07,Coenorhinus germanicus,11,12
Insectendoos 09-07,Coenorhinus aenovirens,4,13
Insectendoos 09-07,Coenorhinus pauxillus,3,14
Insectendoos 09-07,Coenorhinus aequatus,9,15
Insectendoos 09-07,Rhynchitus coeruleus,1,16
Insectendoos 09-07,Rhynchitus hungaricus,12,17
Insectendoos 09-07,Rhynchitus cupreus,9,18
Insectendoos 09-07,Rhynchitus auratus,10,19
Insectendoos 09-07,Rhynchitus giganteus,3,20
Insectendoos 09-07,Rhynchitus bacchus,2,21
Insectendoos 09-07,Bytiscus betulae,10,22
Insectendoos 09-07,Bytiscus populi,6,23
Insectendoos 09-07,Deporatus betulae,8,24
Insectendoos 09-07,Attelabus nitens,5,25
Insectendoos 09-07,Apoderus coryli,10,26
Insectendoos 09-08,Apion spencei,3,1
Insectendoos 09-08,Apion punctigerum,5,2
Insectendoos 09-08,Apion facetum,1,3
Insectendoos 09-08,Apion reflexum,2,4
Insectendoos 09-08,Apion vorax,1,5
Insectendoos 09-08,Apion ononis,10,6
Insectendoos 09-08,Apion simile,10,7
Insectendoos 09-08,Apion viciae,9,8
Insectendoos 09-08,Apion opeticum,1,9
Insectendoos 09-08,Apion craccae,4,10
Insectendoos 09-08,Apion cerdo,10,11
Insectendoos 09-08,Apion pomonae,3,12
Insectendoos 09-08,Apion ochropus,2,13
Insectendoos 09-08,Apion virens,8,14
Insectendoos 09-08,Apion elegantulum,3,15
Insectendoos 09-08,Apion astragali,10,16
Insectendoos 09-08,Apion flavipes,9,17
Insectendoos 09-08,Apion nigritarse,1,18
Insectendoos 09-08,Apion trifolii,6,19
Insectendoos 09-08,Apion apricans,10,20
Insectendoos 09-08,Apion varipes,2,21
Insectendoos 09-08,Apion assimile,2,22
Insectendoos 09-08,Apion ononicola,1,23
Insectendoos 09-08,Apion tubiferum,1,24
Insectendoos 09-08,Apion artemisiae,1,25
Insectendoos 09-08,Brachycerus sinuatus,1,26
Insectendoos 09-08,Brachycerus algirus,1,27
Insectendoos 09-08,Brachycerus junix,4,28
Insectendoos 09-09,Othiorhynchus fortis,8,1
Insectendoos 09-09,Othiorhynchus plumipes,2,2
Insectendoos 09-09,Othiorhynchus chrysocomus,1,3
Insectendoos 09-09,Othiorhynchus repletus,4,4
Insectendoos 09-09,Othiorhynchus malefidus,3,5
Insectendoos 09-09,Othiorhynchus consentaneus,8,6
Insectendoos 09-09,Othiorhynchus impressiventris,2,7
Insectendoos 09-09,Othiorhynchus lasius,1,8
Insectendoos 09-09,Othiorhynchus signatipennis,10,9
Insectendoos 09-09,Othiorhynchus signatipennis ssp. illyricus,4,10
Insectendoos 09-09,Othiorhynchus hospitus,8,11
Insectendoos 09-09,Othiorhynchus halbherri,2,12
Insectendoos 09-09,Othiorhynchus vehemens,4,13
Insectendoos 09-09,Othiorhynchus ovalipennis,10,14
Insectendoos 09-09,Othiorhynchus denigrato,1,15
Insectendoos 09-09,Othiorhynchus gilgitensis,1,16
Insectendoos 09-09,Othiorhynchus smreczynskii,1,17
Insectendoos 09-09,Othiorhynchus dieckmanni,1,18
Insectendoos 09-09,Othiorhynchus sulcatellus,1,19
Insectendoos 09-09,Othiorhynchus mülleri,1,20
Insectendoos 09-09,Othiorhynchus semitarius,1,21
Insectendoos 09-09,Othiorhynchus heeri,1,22
Insectendoos 09-09,Othiorhynchus deubeli,1,23
Insectendoos 09-09,Othiorhynchus populeti,1,24
Insectendoos 09-09,Othiorhynchus borshii,1,25
Insectendoos 09-09,Othiorhynchus tatarchani,1,26
Insectendoos 09-09,Othiorhynchus stricticollis,1,27
Insectendoos 09-09,Othiorhynchus azaleae,1,28
Insectendoos 09-09,Othiorhynchus eremicola,1,29
Insectendoos 09-09,Othiorhynchus gobanzi,1,30
Insectendoos 09-09,Othiorhynchus frescati,1,31
Insectendoos 09-09,Othiorhynchus difficilus,1,32
Insectendoos 09-09,Othiorhynchus apfelbecki,1,33
Insectendoos 09-09,Othiorhynchus bertarinii,1,34
Insectendoos 09-09,Othiorhynchus foraminosus,1,35
Insectendoos 09-09,Othiorhynchus caesipes,1,36
Insectendoos 09-09,Othiorhynchus hungaricus,1,37
Insectendoos 09-09,Othiorhynchus lanuginosus,1,38
Insectendoos 09-09,Othiorhynchus civis,1,39
Insectendoos 09-09,Othiorhynchus pyrenaeum,1,40
Insectendoos 09-09,Othiorhynchus rhacusensis,1,41
Insectendoos 09-09,Othiorhynchus nobilis,1,42
Insectendoos 09-09,Othiorhynchus auricapillus,1,43
Insectendoos 09-09,Anisorrhynchus monachus,1,44
Insectendoos 09-09,Troglorhynchus brixiensis,14,45
Insectendoos 09-09,Homorhythmus hirticornis,2,46
Insectendoos 09-09,Peritelus sphaeroides,10,47
Insectendoos 09-09,Peritelus flavipennis,12,48
Insectendoos 09-09,Peritelus senex,12,49
Insectendoos 09-09,Phyllobius sinuatus,1,50
Insectendoos 09-09,Phyllobius viridicollis,2,51
Insectendoos 09-09,Phyllobius virideaeris,8,52
Insectendoos 09-09,Phyllobius parvulus,4,53
Insectendoos 09-09,Phyllobius oblongus,8,54
Insectendoos 09-09,Phyllobius arborator,10,55
Insectendoos 09-09,Phyllobius urticae,8,56
Insectendoos 09-09,Phyllobius calcaratus,8,57
Insectendoos 09-09,Phyllobius maculicornis,6,58
Insectendoos 09-09,Phyllobius pictus,4,59
Insectendoos 09-09,Phyllobius argentus,5,60
Insectendoos 09-09,Phyllobius pyri,10,61
Insectendoos 09-09,Phyllobius betulae,10,62
Insectendoos 09-10,Brachyderus incanus,10,1
Insectendoos 09-10,Brachyderus pubescens,8,2
Insectendoos 09-10,Strophomorphus porcellus,1,3
Insectendoos 09-10,Strophomorphus albarius,10,4
Insectendoos 09-10,Strophosoma melanogrammum,12,5
Insectendoos 09-10,Strophosoma capitatum,15,6
Insectendoos 09-10,Strophosoma laterale,8,7
Insectendoos 09-10,Cneorhinus exaratus,1,8
Insectendoos 09-10,Philopedon plagiatus,9,9
Insectendoos 09-10,Barynotus margaritaceus,2,10
Insectendoos 09-10,Barynotus obscurus,8,11
Insectendoos 09-10,Geonemus flabellipes,1,12
Insectendoos 09-10,Caulostrophus ottomanus,1,13
Insectendoos 09-10,Sitona gressorius,12,14
Insectendoos 09-10,Sitona griseus,12,15
Insectendoos 09-10,Sitona cambricus,1,16
Insectendoos 09-10,Sitona regensteinensis,10,17
Insectendoos 09-10,Sitona tibialis,1,18
Insectendoos 09-10,Sitona ambiguus,1,19
Insectendoos 09-10,Sitona languidus,8,20
Insectendoos 09-10,Sitona lineatus,8,21
Insectendoos 09-10,Sitona suturalis,8,22
Insectendoos 09-10,Sitona ononidis,1,23
